name,affiliation,orig_affiliation,revenue,employees
Mr Suozhu Sheng,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Tingfeng Song,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Jian Sun,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Bo Wang,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Yonghui Wang,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Feng Xie,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Xiangping Xu,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Cheng Yang,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Kun Zhang,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Chenxiao Han,"JIUZHITANG CO.,LTD.","JIUZHITANG CO.,LTD.",433268.252711236,3416
Mr Li Li,"SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO., LTD.","SHENZHEN TECHDOW PHARMACEUTICAL CO., LTD. (GUO: SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO., LTD.)",432190.812110975,NA
Ms Tan Li,"SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO., LTD.","SHENZHEN TECHDOW PHARMACEUTICAL CO., LTD. (GUO: SHENZHEN HEPALINK PHARMACEUTICAL GROUP CO., LTD.)",432190.812110975,NA
Mr Peter M Castleman,"EON LABS, INC.","EON LABS, INC.",430959,539
Mr Benno Schmidt,"EON LABS, INC.","EON LABS, INC.",430959,539
Mr Vikram Laxman Kamath,CIDRON AIDA BIDCO LIMITED,AMDIPHARM LIMITED (GUO: CIDRON AIDA BIDCO LIMITED),430455.703229918,20
Mr David Alexander Mcnamara,CIDRON AIDA BIDCO LIMITED,AMDIPHARM LIMITED (GUO: CIDRON AIDA BIDCO LIMITED),430455.703229918,20
Mr Andreas Stickler,CIDRON AIDA BIDCO LIMITED,AMDIPHARM LIMITED (GUO: CIDRON AIDA BIDCO LIMITED),430455.703229918,20
Mr Simon Tucker,CIDRON AIDA BIDCO LIMITED,AMDIPHARM LIMITED (GUO: CIDRON AIDA BIDCO LIMITED),430455.703229918,20
Mr Bin Jiang,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Jiancheng Wang,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Shuihua Wang,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Jialiang Chen,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Zhisong Gao,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Weihua Gu,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Xingluan Huang,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Ms Xiaoning Long,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Xiang Lu,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Guoqing Ma,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Dahong Wang,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Xiaojian Wang,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Yi Wu,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Xuedong Yu,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Geng Zong,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Yan Hong,XIAMEN KINGDOMWAY GROUP COMPANY,XIAMEN KINGDOMWAY GROUP COMPANY,430047.525528312,2907
Mr Jianjun Cheng,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Wei Xiong,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Yan Chen,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Guoxin Feng,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Hui Li,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Ms Xiaying Mei,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Zirun Pan,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Guihua Wang,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Peng Wang,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Ms Xizhen Wu,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Ms Weizheng Xiong,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Junbing Zhang,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Huailiang Zhao,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Mr Zhijun Zhao,"HENAN LINGRUI PHARMACEUTICAL CO.,LTD","HENAN LINGRUI PHARMACEUTICAL CO.,LTD",429387.491170958,2524
Ms Maria Jesus Sanjurjo Couselo,FAMILY MERCK,MERCK SL (GUO: FAMILY MERCK),428544.152159857,979
Mr Manuel Zafra Rubio,FAMILY MERCK,MERCK SL (GUO: FAMILY MERCK),428544.152159857,979
Mr Bin Huang,ASTRAZENECA PLC,"ASTRAZENECA PHARMACEUTICALS (CHINA) CO., LTD. (GUO: ASTRAZENECA PLC)",428326.655208617,NA
Ms Xuyi Yuan,ASTRAZENECA PLC,"ASTRAZENECA PHARMACEUTICALS (CHINA) CO., LTD. (GUO: ASTRAZENECA PLC)",428326.655208617,NA
"Mr Chi Keung, Simon To",HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Mr Paul Rutherford Carter,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
"Mr Kok Chung, Johnny Chan",HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Mr Chig Fung Johnny Cheng,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Dr. Dan Eldar,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Dr. Karen Jean Ferrante,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Mr Christian Lawrence Hogg,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Mr Graeme Allan Jack,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Professor Tony Shu Kam Mok,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Ms Solange Peters,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Ms Edith Shih,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Dr. Weiguo Su,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Mr Lefei Sun,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Mr Ling Yang,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,1280
Mr Jack Allan Graeme,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,2025
Mr Mok Kam Tony Shu,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,2025
Mr Wei-guo Su,HUTCHMED (CHINA) LIMITED,HUTCHMED (CHINA) LIMITED,428242,2025
Mr Hiroshi Kawabe,ASTELLAS PHARMA INC,OSI PHARMACEUTICALS INC (GUO: ASTELLAS PHARMA INC),428148,535
Mr Hiroo Sasaki,ASTELLAS PHARMA INC,OSI PHARMACEUTICALS INC (GUO: ASTELLAS PHARMA INC),428148,535
Mr Mamoru Sekiyama,ASTELLAS PHARMA INC,OSI PHARMACEUTICALS INC (GUO: ASTELLAS PHARMA INC),428148,535
Ms Haruko Shibumura,ASTELLAS PHARMA INC,OSI PHARMACEUTICALS INC (GUO: ASTELLAS PHARMA INC),428148,535
Ms Raita Takahashi,ASTELLAS PHARMA INC,OSI PHARMACEUTICALS INC (GUO: ASTELLAS PHARMA INC),428148,535
Mr Masami Iijima,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Masahiro Sakane,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Olivier Jean Bohuon,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Jean Luc Butel,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Ian T. Clark,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Yoshiaki Fujimori,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Dr. Steven H Gillis,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Koji Hatsukawa,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Emiko Higashi,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Dr. John M. Maraganore,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Michel Bruno Orsinger,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Dr. Andrew S. Plump,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Kimberly A. Reed,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Costa Saroukos,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Miki Tsusaka,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Dr. Christopher G Weber,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Marcello Pignagnoli Agosti,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Akiko Amakawa,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Teresa Bitetti,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Lauren Duprey,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Milano Furuta,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Julie So Young Kim,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Mwanajuma Pietrina Lugogo,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Yoshihiro Nakagawa,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Takako Ohyabu,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Giles Richard Platford,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Gabriele Ricci,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Ramona A Sequeira,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Ms Elaine Shannon,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Dr. Thomas Otto Claus Wozniewski,TAKEDA PHARMACEUTICAL COMPANY LIMITED,VIROPHARMA INC (GUO: TAKEDA PHARMACEUTICAL COMPANY LIMITED),427933,410
Mr Graham Cairns,INDIVIOR PLC,INDIVIOR UK LIMITED (GUO: INDIVIOR PLC),424690.890507102,153
Mr Massimo D'angelo,INDIVIOR PLC,INDIVIOR UK LIMITED (GUO: INDIVIOR PLC),424690.890507102,153
Bansari Rupani,INDIVIOR PLC,INDIVIOR UK LIMITED (GUO: INDIVIOR PLC),424690.890507102,153
Ms Abigail Christine Sheppard,INDIVIOR PLC,INDIVIOR UK LIMITED (GUO: INDIVIOR PLC),424690.890507102,153
Mr Richard Simkin,INDIVIOR PLC,INDIVIOR UK LIMITED (GUO: INDIVIOR PLC),424690.890507102,153
Mr Hillel Richard West,INDIVIOR PLC,INDIVIOR UK LIMITED (GUO: INDIVIOR PLC),424690.890507102,153
Mr Biao Li,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Mr Ya Xian,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Mr Lin Chen,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Mr Jun He,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Mr Zhiyong Qin,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Zhengdong Ran,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Feng Wang,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Mr Yi Xiao,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Mr Yongkang Xiong,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Zhiqian Xu,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Mr Qingxu Zhong,"CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD","SOUTHWEST PHARMACEUTICAL CO., LTD. (GUO: CHONGQING TAIJI INDUSTRY(GROUP) CO.,LTD)",423645.297836959,NA
Mr Richard Darrel Moss,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr John Christopher Teets,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Curtis Kopf,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Terrence Oliver Moorehead,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Ms Tess Roering,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Robert D. Straus,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Ms Heidi Wissmiller,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Rong Yang,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Vallen Blackburn,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Nathan G Brower,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Ms Tracee Comstock,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Martin Gonzalez,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Kevin Herbert,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Shane Jones,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Jonathan David Lanoy,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Daniel A. Norman,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Bryant Jeffery Yates,NATURES SUNSHINE PRODUCTS INC,NATURES SUNSHINE PRODUCTS INC,421910,800
Mr Amir Hussein Jamsheidi,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,420149.497843813,801
Mr Babak Mosbahy,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,420149.497843813,801
Mr Mojtaba Anvari,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,420149.497843813,801
Mr Mohammed Mahdi Heghoghy,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,420149.497843813,801
Mr Abbas Yazdeli,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,COSAR PHARMACEUTICAL COMPANY PUBLIC JOINT STOCK,420149.497843813,801
Mr Yongqian Xu,"JIANG ZHONG PHARMACEUTICAL CO.,LTD","JIANGXI JIANGZHONG YIYAO TRADING CO., LTD. (GUO: JIANG ZHONG PHARMACEUTICAL CO.,LTD)",418603.868485108,NA
Mr Xinping Cai,"JIANG ZHONG PHARMACEUTICAL CO.,LTD","JIANGXI JIANGZHONG YIYAO TRADING CO., LTD. (GUO: JIANG ZHONG PHARMACEUTICAL CO.,LTD)",418603.868485108,NA
Ms Yuehua Deng,"JIANG ZHONG PHARMACEUTICAL CO.,LTD","JIANGXI JIANGZHONG YIYAO TRADING CO., LTD. (GUO: JIANG ZHONG PHARMACEUTICAL CO.,LTD)",418603.868485108,NA
Mr Weiquan Liu,"JIANG ZHONG PHARMACEUTICAL CO.,LTD","JIANGXI JIANGZHONG YIYAO TRADING CO., LTD. (GUO: JIANG ZHONG PHARMACEUTICAL CO.,LTD)",418603.868485108,NA
Mr Xiaoqing Lu,"JIANG ZHONG PHARMACEUTICAL CO.,LTD","JIANGXI JIANGZHONG YIYAO TRADING CO., LTD. (GUO: JIANG ZHONG PHARMACEUTICAL CO.,LTD)",418603.868485108,NA
Mr Xiulin Li,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Ms Shuqin Guo,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Yan Bi,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Mr Peng Li,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Ms Guixia Lv,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Maocheng Sun,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Mr Zhenyu Wang,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Weiwei Xiao,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Mr Kai Yang,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Mr Gang Ying,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Mr Shuyuan Zhang,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Mr Dalong Zhao,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,JILIN AODONG PHARMACEUTICAL GROUP COMPANY LIMITED,416261.954324812,5399
Mr Vladimir Mikhailovich Chupikov,JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS,JOINT STOCK COMPANY PHARMSTANDART-LEKSREDSTVA JSC PHS-LEKSREDSTVA (GUO: JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS),416094.396904665,2011
Mr Sergei Leonidovich Baron,JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS,JOINT STOCK COMPANY PHARMSTANDART-LEKSREDSTVA JSC PHS-LEKSREDSTVA (GUO: JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS),416094.396904665,2011
Mr Vladimir Adolfovich Kreiman,JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS,JOINT STOCK COMPANY PHARMSTANDART-LEKSREDSTVA JSC PHS-LEKSREDSTVA (GUO: JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS),416094.396904665,2011
Mr Konstantin Gennadyevich Perminov,JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS,JOINT STOCK COMPANY PHARMSTANDART-LEKSREDSTVA JSC PHS-LEKSREDSTVA (GUO: JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS),416094.396904665,2011
Mr Konstantin Aleksandrovich Vodyanitskii,JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS,JOINT STOCK COMPANY PHARMSTANDART-LEKSREDSTVA JSC PHS-LEKSREDSTVA (GUO: JOINT STOCK COMPANY PHARMSTANDARD; JSC PHS),416094.396904665,2011
Mr Kenneth Harry Galbraith,ZYMEWORKS INC.,ZYMEWORKS INC.,412000,291
Ms Lota S. Zoth,ZYMEWORKS INC.,ZYMEWORKS INC.,412000,291
Mr Kenneth J Hillan,ZYMEWORKS INC.,ZYMEWORKS INC.,412000,291
Mr Kelvin M Neu,ZYMEWORKS INC.,ZYMEWORKS INC.,412000,291
Mr Hollings Chase Renton III,ZYMEWORKS INC.,ZYMEWORKS INC.,412000,291
Ms Natalie R Sacks,ZYMEWORKS INC.,ZYMEWORKS INC.,412000,291
Ms Julie H. McHugh,"IRONWOOD PHARMACEUTICALS, INC.","IRONWOOD PHARMACEUTICALS, INC.",410596,219
Mr Bryan E Roberts,"IRONWOOD PHARMACEUTICALS, INC.","IRONWOOD PHARMACEUTICALS, INC.",410596,219
Dr. Mark G. Currie,"IRONWOOD PHARMACEUTICALS, INC.","IRONWOOD PHARMACEUTICALS, INC.",410596,219
Dr. Alexander J. Denner,"IRONWOOD PHARMACEUTICALS, INC.","IRONWOOD PHARMACEUTICALS, INC.",410596,219
Mr Andrew C Dreyfus,"IRONWOOD PHARMACEUTICALS, INC.","IRONWOOD PHARMACEUTICALS, INC.",410596,219
